date,key_rate,usd_rub,eur_rub,cny_rub,inflation,oil_price,key_rate_lag1,usd_rub_lag1,oil_price_lag1,key_rate_lag7,usd_rub_lag7,oil_price_lag7,key_rate_lag30,usd_rub_lag30,oil_price_lag30,usd_rub_change_1d,key_rate_change_1d,oil_price_change_1d,usd_rub_change_7d,key_rate_change_7d,oil_price_change_7d,usd_rub_change_30d,key_rate_change_30d,oil_price_change_30d,usd_rub_ma30,oil_price_ma30,rate_spread,oil_spread
2025-04-26,18.0,90.8005371530822,99.6807056126689,12.805381862003609,9.0,88.20214861232878,18.0,89.77752680455238,84.11010721820949,18.0,90.41321116209588,86.65284464838354,18.0,90.23020782492141,85.92083129968564,1.1394949102985885,0.0,4.865100675122402,0.428395348431887,0.0,1.7879435698065604,0.6320824720557505,0.0,2.655138780822619,90.1318319900951,85.52732796038039,,2.6748206519483944
2025-04-27,18.0,90.4459202897974,99.56908521062842,12.668783031027731,9.0,86.78368115918963,18.0,90.8005371530822,88.20214861232878,18.0,89.8873242574779,84.5492970299116,18.0,89.93022897853605,84.72091591414419,-0.3905448958820057,0.0,-1.6082005659223686,0.621440271955831,0.0,2.642699830475892,0.5734348918253307,0.0,2.4347768467657183,90.14902170047047,85.5960868018819,,1.1875943573077308
2025-04-28,18.0,89.92267514671958,98.91382360315446,12.659499903350337,9.0,84.69070058687834,18.0,90.4459202897974,86.78368115918963,18.0,90.83333162961377,88.33332651845505,18.0,90.12839162866236,85.51356651464944,-0.5785171309013015,0.0,-2.411721356313612,-1.0025576146513226,0.0,-4.1237277878532925,-0.2282482558773946,0.0,-0.9622636048399857,90.14216448440571,85.56865793762286,,-0.8779573507445235
2025-04-29,18.0,89.09335326399142,97.4689716239103,12.295691943738548,9.0,81.37341305596568,18.0,89.92267514671958,84.69070058687834,18.0,89.66083268533225,83.64333074132901,18.0,89.88576372809523,84.54305491238092,-0.9222611331068942,0.0,-3.9169442547114963,-0.6329178576027994,0.0,-2.7138059487171184,-0.8815750473020967,0.0,-3.749145165975143,90.1157508022689,85.46300320907568,,-4.089590153109995
2025-04-30,18.0,89.99034084786408,98.35984247692639,12.206407693539138,9.0,84.96136339145633,18.0,89.09335326399142,81.37341305596568,18.0,89.69292823437641,83.77171293750563,18.0,90.33353273636418,86.3341309454567,1.006795177205655,0.0,4.409241545543852,0.3315898135363593,0.0,1.420109977741757,-0.3799163811092132,0.0,-1.5900635576764577,90.10431107265227,85.417244290609,,-0.4558808991526746
2025-05-01,18.0,90.05081502676671,98.55323896644477,12.635492906531148,9.0,85.20326010706685,18.0,89.99034084786408,84.96136339145633,18.0,90.76225859055795,88.04903436223181,18.0,89.22747179629678,81.90988718518713,0.06720074436086243,0.0,0.2847137874847805,-0.7838539662181176,0.0,-3.232033463828232,0.9227463402186276,0.0,4.020726966005772,90.13175584700124,85.527023388005,,-0.3237632809381523
2025-05-02,18.0,90.58360886665218,99.28038553390272,12.539228675959158,9.0,87.33443546660875,18.0,90.05081502676671,85.20326010706685,18.0,89.77752680455238,84.11010721820949,18.0,89.81834399580573,84.2733759832229,0.5916590979516467,0.0,2.5012838204357957,0.8978661930113763,0.0,3.8334611083472803,0.852014006050017,0.0,3.6322972085457206,90.15726467602947,85.62905870411785,,1.7053767624909
2025-05-03,18.0,90.79422358812006,100.05694907043898,12.689946132065504,9.0,88.17689435248022,18.0,90.58360886665218,87.33443546660875,18.0,90.8005371530822,88.20214861232878,18.0,90.14828633834715,85.59314535338862,0.2325086448895286,0.0,0.9646354056912276,-0.006953224243044787,0.0,-0.028632250172910823,0.7165274860007509,0.0,3.0186400890212184,90.17879591768857,85.71518367075424,,2.4617106817259753
2025-05-04,18.0,89.65750641042813,98.22539821971064,12.521841193357478,9.0,83.6300256417125,18.0,90.79422358812006,88.17689435248022,18.0,90.4459202897974,86.78368115918963,18.0,90.26684762400309,86.06739049601238,-1.2519708113244654,0.0,-5.156530794328007,-0.8716964533536986,0.0,-3.6339268804376768,-0.675044304319905,0.0,-2.831926052658462,90.15848454390272,85.6339381756109,,-2.0039125338983865
2025-05-05,18.0,90.40059088199409,100.31389528599081,12.814822783720729,9.0,86.60236352797637,18.0,89.65750641042813,83.6300256417125,18.0,89.92267514671958,84.69070058687834,18.0,90.74647631137691,87.98590524550765,0.8288034112440279,0.0,3.5541515902409726,0.5314741076093865,0.0,2.2572288667478846,-0.381155768733088,0.0,-1.5724583541770532,90.14695502958996,85.58782011835986,,1.0145434096165076
2025-05-06,18.0,90.38270107800668,99.93454670375392,12.693577806215297,9.0,86.5308043120267,18.0,90.40059088199409,86.60236352797637,18.0,89.09335326399142,81.37341305596568,18.0,89.80448766656721,84.21795066626885,-0.01978947683071164,0.0,-0.0826296339204946,1.4471874351780212,0.0,6.33793159507019,0.6438580370129232,0.0,2.7462715816049865,90.16622880997127,85.66491523988513,,0.8658890721415702
2025-05-07,18.0,90.53670635120523,99.9945567611586,12.6917247918486,9.0,87.14682540482089,18.0,90.38270107800668,86.5308043120267,18.0,89.99034084786408,84.96136339145633,18.0,90.73974088093044,87.95896352372175,0.17039242173746416,0.0,0.7119095883736826,0.6071379419095857,0.0,2.5723010155747073,-0.22375480440443019,0.0,-0.9233147894948002,90.15946099231378,85.6378439692551,,1.5089814355657865
2025-05-08,18.0,90.24934495606777,99.21445000043798,12.718607409312858,9.0,85.99737982427109,18.0,90.53670635120523,87.14682540482089,18.0,90.05081502676671,85.20326010706685,18.0,89.67048808667016,83.68195234668066,-0.31739766854642637,0.0,-1.318975849332782,0.22046433365656704,0.0,0.9320297324378668,0.6455377702841547,0.0,2.7669376880668395,90.1787562212937,85.71502488517477,,0.28235493909632225
2025-05-09,18.0,89.02875115451911,98.68876663783128,12.50087492031658,9.0,81.11500461807645,18.0,90.24934495606777,85.99737982427109,18.0,90.58360886665218,87.33443546660875,18.0,90.66432320577232,87.65729282308929,-1.352468322227518,0.0,-5.677353445153088,-1.7164890332664662,0.0,-7.121395833502831,-1.803986390039114,0.0,-7.463484205719817,90.12423715291858,85.49694861167434,,-4.381943993597886
2025-05-10,18.0,89.92228878373612,98.80551484654919,12.543352730424216,9.0,84.68915513494449,18.0,89.02875115451911,81.11500461807645,18.0,90.79422358812006,88.17689435248022,18.0,90.40873356334919,86.63493425339675,1.0036506382822052,0.0,4.4062754279515115,-0.9603417155031768,0.0,-3.955389042841284,-0.5380506511267646,0.0,-2.2459520922138543,90.10802232693148,85.43208930772593,,-0.742934172781446
2025-05-11,18.0,89.42214621254155,98.34873012671859,12.626248062781274,9.0,82.68858485016617,18.0,89.92228878373612,84.68915513494449,18.0,89.65750641042813,83.6300256417125,18.0,89.54327071018389,83.17308284073556,-0.55619421831824,0.0,-2.3622508473376436,-0.26251030985533497,0.0,-1.125721036580396,-0.13526923540058133,0.0,-0.5825177738056686,90.10398484367673,85.41593937470698,,-2.7273545245408144
2025-05-12,18.0,89.89869711354096,98.9735540947697,12.474842583106907,9.0,84.59478845416385,18.0,89.42214621254155,82.68858485016617,18.0,90.40059088199409,86.60236352797637,18.0,90.15351961862591,85.61407847450364,0.5329226832318845,0.0,2.305280236022633,-0.5551885928580802,0.0,-2.318152752452285,-0.2826539730926947,0.0,-1.1905635597576958,90.09549076017392,85.38196304069564,,-0.7871745865317905
2025-05-13,18.0,90.49000211806695,99.88991385014532,12.700925015282731,9.0,86.96000847226779,18.0,89.89869711354096,84.59478845416385,18.0,90.38270107800668,86.5308043120267,18.0,89.9743820822339,84.89752832893562,0.6577459112440565,0.0,2.7959405789938163,0.11871855872913617,0.0,0.4960131408155988,0.5730742728099925,0.0,2.429375959381397,90.11267809470168,85.4507123788067,,1.5092960934610886
2025-05-14,18.0,90.15257541793748,99.48628699923273,12.466603579097617,9.0,85.61030167174995,18.0,90.49000211806695,86.96000847226779,18.0,90.53670635120523,87.14682540482089,18.0,90.3127922968375,86.25116918735,-0.3728883768719715,0.0,-1.5521005853492587,-0.4242819832407374,0.0,-1.763143666947553,-0.17740219832138582,0.0,-0.7430247284045399,90.10733753207168,85.4293501282867,,0.1809515434632516
2025-05-15,18.0,90.57404543319872,99.39388733729629,12.700760746399421,9.0,87.29618173279486,18.0,90.15257541793748,85.61030167174995,18.0,90.24934495606777,85.99737982427109,18.0,89.88836420578335,84.55345682313339,0.4675074597784379,0.0,1.96924906012943,0.3597815333607146,0.0,1.5102807913191851,0.7628142234801683,0.0,3.2437762011299442,90.13019357298552,85.52077429194209,,1.7754074408527742
2025-05-16,18.0,90.17087696035676,98.92146779667948,12.643221738627242,9.0,85.68350784142707,18.0,90.57404543319872,87.29618173279486,18.0,89.02875115451911,81.11500461807645,18.0,89.84637688716913,84.38550754867654,-0.44512583148260676,0.0,-1.8473590245951743,1.2828729944277972,0.0,5.632130879929131,0.36117213006279236,0.0,1.5381791618682916,90.14101024209178,85.56404096836712,,0.11946687305994885
2025-05-17,18.0,89.35083703016555,98.60587221175815,12.676762680414646,9.0,82.4033481206622,18.0,90.17087696035676,85.68350784142707,18.0,89.92228878373612,84.68915513494449,18.0,90.68454729138142,87.7381891655257,-0.9094288065444212,0.0,-3.8282276290968476,-0.6354951161718247,0.0,-2.699055163131636,-1.4707139210062836,0.0,-6.080409335550396,90.09655323338458,85.38621293353832,,-2.982864812876116
2025-05-18,18.0,88.73957649671364,97.97115243833062,12.267043320195732,9.0,79.95830598685453,18.0,89.35083703016555,82.4033481206622,18.0,89.42214621254155,82.68858485016617,18.0,89.95063955277216,84.80255821108865,-0.6841128228553095,0.0,-2.9671635796004625,-0.7633117127445743,0.0,-3.30188123095706,-1.3463640304058222,0.0,-5.712389256201355,90.0561844648493,85.2247378593972,,-5.266431872542668
2025-05-19,18.0,90.0744043808398,98.88516925651234,12.55032789573219,9.0,85.29761752335918,18.0,88.73957649671364,79.95830598685453,18.0,89.89869711354096,84.59478845416385,18.0,90.41321116209588,86.65284464838354,1.5042080848510553,0.0,6.67761963013882,0.19545029343075448,0.0,0.8308184015096254,-0.37473149875039136,0.0,-1.5639730357653536,90.0448909054741,85.17956362189639,,0.11805390146278683
2025-05-20,18.0,89.89303676682442,98.08874640866765,12.667293390012835,9.0,84.57214706729766,18.0,90.0744043808398,85.29761752335918,18.0,90.49000211806695,86.96000847226779,18.0,89.8873242574779,84.5492970299116,-0.20135310942334117,0.0,-0.8505166698974276,-0.6597031022981259,0.0,-2.7459305109562293,0.006355189003248718,0.0,0.027025697656579695,90.0450813224523,85.18032528980925,,-0.608178222511583
2025-05-21,18.0,89.51152713030906,98.35902179533585,12.565145523883002,9.0,83.04610852123623,18.0,89.89303676682442,84.57214706729766,18.0,90.15257541793748,85.61030167174995,18.0,90.83333162961377,88.33332651845505,-0.4244039919409581,0.0,-1.8044221401250393,-0.7110704099761889,0.0,-2.995192284621817,-1.455197641207917,0.0,-5.98553026995331,90.00102117247549,85.00408468990196,,-1.9579761686657235
2025-05-22,18.0,89.14968637517431,98.37641791210467,12.498986597658154,9.0,81.59874550069725,18.0,89.51152713030906,83.04610852123623,18.0,90.57404543319872,87.29618173279486,18.0,89.66083268533225,83.64333074132901,-0.4042392826210994,0.0,-1.7428426765702998,-1.5725907473956413,0.0,-6.526558343109345,-0.5700887386935416,0.0,-2.4444091627038866,89.98398296213689,84.93593184854757,,-3.33718634785032
2025-05-23,18.0,89.63262839326364,99.49859965579991,12.452954404761059,9.0,83.53051357305458,18.0,89.14968637517431,81.59874550069725,18.0,90.17087696035676,85.68350784142707,18.0,89.69292823437641,83.77171293750563,0.5417203780806679,0.0,2.367399229612932,-0.5969206302937069,0.0,-2.512728905026862,-0.06722920334945037,0.0,-0.2879245941061148,89.98197296743314,84.92789186973252,,-1.3973782966779424
2025-05-24,18.0,89.90275425756761,98.29405070215404,12.527303761250323,9.0,84.61101703027045,18.0,89.63262839326364,83.53051357305458,18.0,89.35083703016555,82.4033481206622,18.0,90.76225859055795,88.04903436223181,0.30137001351648873,0.0,1.2935434142528957,0.6176967622762541,0.0,2.6791009831003354,-0.9469842931825845,0.0,-3.904662165649009,89.95332282300014,84.81329129200049,,-0.20227426173003948
2025-05-25,18.0,90.33293891185319,99.15294717662323,12.771115548481774,9.0,86.33175564741278,18.0,89.90275425756761,84.61101703027045,18.0,88.73957649671364,79.95830598685453,18.0,89.77752680455238,84.11010721820949,0.47849997237361386,0.0,2.033705157481691,1.7955488160331212,0.0,7.970966345392649,0.6186538291592214,0.0,2.641357266897293,89.97183655991014,84.88734623964059,,1.4444094077721843
2025-05-26,18.0,90.094315540784,98.90904531409971,12.608053256334369,9.0,85.37726216313597,18.0,90.33293891185319,86.33175564741278,18.0,90.0744043808398,85.29761752335918,18.0,90.8005371530822,88.20214861232878,-0.2641598667591727,0.0,-1.1056111127579205,0.02210523631109851,0.0,0.09337264285838032,-0.7777725049220585,0.0,-3.202741082429772,89.9482958395002,84.79318335800082,,0.5840788051351495
2025-05-27,18.0,90.80403362358636,100.56233965566075,12.75010067691654,9.0,88.21613449434545,18.0,90.094315540784,85.37726216313597,18.0,89.89303676682442,84.57214706729766,18.0,90.4459202897974,86.78368115918963,0.7877501244582863,0.0,3.325091785896195,1.013423163270133,0.0,4.308732311298802,0.39594194259016113,0.0,1.6506021823714079,89.9602329506265,84.84093180250602,,3.3752026918394336
2025-05-28,18.0,89.4821979719773,98.41294701894572,12.515988883199174,9.0,82.92879188790921,18.0,90.80403362358636,88.21613449434545,18.0,89.51152713030906,83.04610852123623,18.0,89.92267514671958,84.69070058687834,-1.4557014692634929,0.0,-5.9936230903147925,-0.03276578924753526,0.0,-0.1412668641746384,-0.48983993639378776,0.0,-2.080403972053224,89.94555037813508,84.78220151254037,,-1.8534096246311549
2025-05-29,18.0,90.44052944602872,99.03091911094546,12.543365570919047,9.0,86.76211778411486,18.0,89.4821979719773,82.92879188790921,18.0,89.14968637517431,81.59874550069725,18.0,89.09335326399142,81.37341305596568,1.0709744460585702,0.0,4.622430652778564,1.447950209742821,0.0,6.327759393523391,1.5120950471417371,0.0,6.6221933255313115,89.99045625086968,84.9618250034787,,1.8002927806361697
2025-05-30,18.0,90.02364937156436,99.30536195018172,12.69669195462651,9.0,85.09459748625746,18.0,90.44052944602872,86.76211778411486,18.0,89.63262839326364,83.53051357305458,18.0,89.99034084786408,84.96136339145633,-0.46094386777461027,0.0,-1.9219451304849478,0.4362484792759913,0.0,1.8724701265423915,0.03701344320563571,0.0,0.15681727491501096,89.991566534993,84.96626613997205,,0.12833134628540677
2025-05-31,18.0,90.34733456205929,99.17974875824476,12.69895007714155,9.0,86.38933824823717,18.0,90.02364937156436,85.09459748625746,18.0,89.90275425756761,84.61101703027045,18.0,90.05081502676671,85.20326010706685,0.35955573091570603,0.0,1.5215310962471085,0.4945124408735957,0.0,2.1017608349164663,0.3292802349478263,0.0,1.3920572284204624,90.00145051950277,85.00580207801107,,1.383536170226094
2025-06-01,18.0,89.78174256836722,98.14772318852496,12.800007643308131,9.0,84.12697027346891,18.0,90.34733456205929,86.38933824823717,18.0,90.33293891185319,86.33175564741278,18.0,90.58360886665218,87.33443546660875,-0.62601956818501,0.0,-2.618804612517589,-0.6101831182796169,0.0,-2.553852122443123,-0.8852222916680086,0.0,-3.6726237205325196,89.97472164289326,84.89888657157307,,-0.7719162981041592
2025-06-02,18.0,90.5358401869453,99.14303755200176,12.573459488207288,9.0,87.14336074778117,18.0,89.78174256836722,84.12697027346891,18.0,90.094315540784,85.37726216313597,18.0,90.79422358812006,88.17689435248022,0.839923125800146,0.0,3.5855213429260235,0.49006937175901655,0.0,2.0685818915938237,-0.2845813213260162,0.0,-1.1721138653030483,89.9661088628541,84.86443545141644,,2.278925296364733
2025-06-03,18.0,90.14761237917263,100.02939459430121,12.702923025204216,9.0,85.59044951669048,18.0,90.5358401869453,87.14336074778117,18.0,90.80403362358636,88.21613449434545,18.0,89.65750641042813,83.6300256417125,-0.428811183472777,0.0,-1.7820189831618705,-0.7228987724651414,0.0,-2.976422615551433,0.5466424266819647,0.0,2.344162709427855,89.98244572847894,84.92978291391572,,0.6606666027747679
2025-06-04,18.0,89.66027750754112,98.81840986911998,12.421284454452058,9.0,83.6411100301645,18.0,90.14761237917263,85.59044951669048,18.0,89.4821979719773,82.92879188790921,18.0,90.40059088199409,86.60236352797637,-0.5405965380222311,0.0,-2.2775198606076463,0.19901113249318758,0.0,0.8589515487191557,-0.8189253712062028,0.0,-3.419367990869271,89.95776861599715,84.83107446398864,,-1.1899644338241444
2025-06-05,18.0,89.99398798554341,99.04726681182403,12.614892974743386,9.0,84.97595194217362,18.0,89.66027750754112,83.6411100301645,18.0,90.44052944602872,86.76211778411486,18.0,90.38270107800668,86.5308043120267,0.37219433987834005,0.0,1.5959160651116688,-0.49374043166320325,0.0,-2.0586932264443525,-0.43007465790138033,0.0,-1.7968772880537887,89.94481151291505,84.77924605166021,,0.1967058905134138
2025-06-06,18.0,89.88022207053145,98.74329740967858,12.68088174878072,9.0,84.5208882821258,18.0,89.99398798554341,84.97595194217362,18.0,90.02364937156436,85.09459748625746,18.0,90.53670635120523,87.14682540482089,-0.12641501677894684,0.0,-0.5355205203908753,-0.15932180269756513,0.0,-0.6742016779905602,-0.7251028970804207,0.0,-3.013233253760983,89.92292870355926,84.69171481423703,,-0.170826532111235
2025-06-07,18.0,90.2445891753189,99.41512251391019,12.427028972934998,9.0,85.97835670127559,18.0,89.88022207053145,84.5208882821258,18.0,90.34733456205929,86.38933824823717,18.0,90.24934495606777,85.99737982427109,0.4053918608495577,0.0,1.724388430804047,-0.11372265406437432,0.0,-0.47573179201886306,-0.005269601403967705,0.0,-0.022120584411267075,89.92277017753432,84.69108071013719,,1.2872759911384009
2025-06-08,18.0,89.41011162531275,98.49124076084529,12.496922380119624,9.0,82.64044650125098,18.0,90.2445891753189,85.97835670127559,18.0,89.78174256836722,84.12697027346891,18.0,89.02875115451911,81.11500461807645,-0.9246843025513596,0.0,-3.8822679661369763,-0.4139270774027093,0.0,-1.7670002466340318,0.4283565318486282,0.0,1.880591501359019,89.93548219322741,84.74192877290967,,-2.1014822716586963
2025-06-09,18.0,89.98532414894215,99.12994097794005,12.54162440744764,9.0,84.9412965957686,18.0,89.41011162531275,82.64044650125098,18.0,90.5358401869453,87.14336074778117,18.0,89.92228878373612,84.68915513494449,0.6433416905236911,0.0,2.7841694859221278,-0.608064206248482,0.0,-2.526944259570152,0.07009982292336403,0.0,0.297725795495718,89.93758337206762,84.75033348827047,,0.19096310749813483
2025-06-10,18.0,90.19765362632467,99.27484153409601,12.557475777855942,9.0,85.79061450529866,18.0,89.98532414894215,84.9412965957686,18.0,90.14761237917263,85.59044951669048,18.0,89.42214621254155,82.68858485016617,0.23596011837558883,0.0,0.9998880916215702,0.055510341129783036,0.0,0.2338636959362539,0.8672431233532008,0.0,3.751460568291809,89.96343361919371,84.85373447677489,,0.9368800285237739
2025-06-11,18.0,90.01651165359651,99.45256198810894,12.640832896729448,9.0,85.06604661438607,18.0,90.19765362632467,85.79061450529866,18.0,89.66027750754112,83.6411100301645,18.0,89.89869711354096,84.59478845416385,-0.20082781030934527,0.0,-0.8445771079863773,0.3973154622741726,0.0,1.7036318428912178,0.13105255564132,0.0,0.557077059750033,89.96736077052891,84.86944308211562,,0.19660353227044425
2025-06-12,18.0,90.6734706221945,99.75236985741432,12.80635445774949,9.0,87.69388248877799,18.0,90.01651165359651,85.06604661438607,18.0,89.99398798554341,84.97595194217362,18.0,90.49000211806695,86.96000847226779,0.7298205146252679,0.0,3.089171272181246,0.7550311435917667,0.0,3.1984702548009336,0.2027500274429883,0.0,0.8439212799113749,89.97347638733315,84.89390554933264,,2.7999769394453438
2025-06-13,18.0,90.38701138703553,98.93674310796277,12.640853722662058,9.0,86.5480455481421,18.0,90.6734706221945,87.69388248877799,18.0,89.88022207053145,84.5208882821258,18.0,90.15257541793748,85.61030167174995,-0.3159239777559053,0.0,-1.3066326955959773,0.5638496488208355,0.0,2.398409798119694,0.2600435628280495,0.0,1.0953633594093404,89.98129091963642,84.92516367854572,,1.6228818695963838
2025-06-14,18.0,89.99625960162963,98.68967411634218,12.620024986984152,9.0,84.98503840651851,18.0,90.38701138703553,86.5480455481421,18.0,90.2445891753189,85.97835670127559,18.0,90.57404543319872,87.29618173279486,-0.432309664197994,0.0,-1.8059415804533296,-0.2751739200749559,0.0,-1.1553120260349603,-0.6379154522751507,0.0,-2.6474735554305684,89.96203139191746,84.84812556766984,,0.1369128388486729
2025-06-15,18.0,90.10834454874883,98.12966965687887,12.626599112130762,9.0,85.43337819499534,18.0,89.99625960162963,84.98503840651851,18.0,89.41011162531275,82.64044650125098,18.0,90.17087696035676,85.68350784142707,0.12454400617909478,0.0,0.5275514336208653,0.780932839410986,0.0,3.3796183491120013,-0.06934878944941936,0.0,-0.2919227430494997,89.9599469781972,84.83978791278878,,0.5935902822065628
2025-06-16,18.0,90.147832775741,100.1760246113363,12.620876939239382,9.0,85.591331102964,18.0,90.10834454874883,85.43337819499534,18.0,89.98532414894215,84.9412965957686,18.0,89.35083703016555,82.4033481206622,0.04382305233761041,0.0,0.18488430553238455,0.1805945895464678,0.0,0.7652749996140074,0.8919846439786161,0.0,3.868754189009027,89.98651350304972,84.94605401219884,,0.6452770907651626
2025-06-17,18.0,90.20164980208341,99.6531920782681,12.519296708520468,9.0,85.80659920833365,18.0,90.147832775741,85.591331102964,18.0,90.19765362632467,85.79061450529866,18.0,88.73957649671364,79.95830598685453,0.059698635768978825,0.0,0.25150690215425264,0.004430465314864129,0.0,0.018632228160586628,1.647600048467579,0.0,7.314178495027912,90.03524927989538,85.14099711958147,,0.6656020887521805
2025-06-18,18.0,89.0871710021677,97.58085285481985,12.583048400475768,9.0,81.34868400867079,18.0,90.20164980208341,85.80659920833365,18.0,90.01651165359651,85.06604661438607,18.0,90.0744043808398,85.29761752335918,-1.2355414810716447,0.0,-5.195305769943515,-1.0324113147209268,0.0,-4.369972220016882,-1.096019879851795,0.0,-4.629594154381811,90.00234150060629,85.00936600242518,,-3.6606819937543946
2025-06-19,18.0,89.84923685211533,98.69323811262832,12.60841269611203,9.0,84.3969474084613,18.0,89.0871710021677,81.34868400867079,18.0,90.6734706221945,87.69388248877799,18.0,89.89303676682442,84.57214706729766,0.855415927315839,0.0,3.7471576054820988,-0.9090131484141395,0.0,-3.759595295303053,-0.04872447998692797,0.0,-0.2071599987841677,90.00088150344934,85.00352601379731,,-0.6065786053360114
2025-06-20,18.0,89.25778046590328,97.8651202753904,12.535577414226719,9.0,82.03112186361315,18.0,89.84923685211533,84.3969474084613,18.0,90.38701138703553,86.5480455481421,18.0,89.51152713030906,83.04610852123623,-0.6582764717139811,0.0,-2.8032122221176015,-1.2493287517792773,0.0,-5.218978263369822,-0.2834793155035542,0.0,-1.2221965311758565,89.99242328130248,84.96969312520987,,-2.9385712615967208
2025-06-21,18.0,90.63914047372974,100.47432812678977,12.608828703419606,9.0,87.55656189491897,18.0,89.25778046590328,82.03112186361315,18.0,89.99625960162963,84.98503840651851,18.0,89.14968637517431,81.59874550069725,1.547607391328909,0.0,6.735785035943476,0.7143417681421793,0.0,3.025854358151614,1.670733974640437,0.0,7.301357830520594,90.04207175125431,85.16828700501726,,2.3882748899017088
2025-06-22,18.0,89.96957523999853,98.25659418186294,12.549818493800872,9.0,84.87830095999415,18.0,90.63914047372974,87.55656189491897,18.0,90.10834454874883,85.43337819499534,18.0,89.63262839326364,83.53051357305458,-0.7387153389051271,0.0,-3.058892305683658,-0.15400272798844483,0.0,-0.6497194032691445,0.3759198550515874,0.0,1.6135269966475407,90.05330331281215,85.21321325124859,,-0.3349122912544402
2025-06-23,18.0,89.90332952516019,98.9509005070856,12.568852713751351,9.0,84.61331810064075,18.0,89.96957523999853,84.87830095999415,18.0,90.147832775741,85.591331102964,18.0,89.90275425756761,84.61101703027045,-0.07363124107414576,0.0,-0.31219152169208453,-0.27122476830813147,0.0,-1.142654273184196,0.000639877607011563,0.0,0.0027195871779683856,90.05332248839856,85.21328995359427,,-0.5999718529535158
2025-06-24,18.0,90.44839866601662,99.43897461133585,12.50936334389744,9.0,86.79359466406648,18.0,89.90332952516019,84.61331810064075,18.0,90.20164980208341,85.80659920833365,18.0,90.33293891185319,86.33175564741278,0.6062835978770886,0.0,2.576753414672206,0.27355249540845783,0.0,1.150255883392437,0.1278157840918892,0.0,0.5349584439587884,90.05717114687067,85.22868458748273,,1.5649100765837431
2025-06-25,18.0,90.21116239872494,99.645697953952,12.460759303301725,9.0,85.84464959489975,18.0,90.44839866601662,86.79359466406648,18.0,89.0871710021677,81.34868400867079,18.0,90.094315540784,85.37726216313597,-0.2622890739809369,0.0,-1.0933353697811565,1.261675933709805,0.0,5.526783427436577,0.12969392934456536,0.0,0.5474378305440508,90.06106604213538,85.24426416854152,,0.6003854263582298
2025-06-26,18.0,89.4356827428104,98.3272464032291,12.4609207909296,9.0,82.74273097124158,18.0,90.21116239872494,85.84464959489975,18.0,89.84923685211533,84.3969474084613,18.0,90.80403362358636,88.21613449434545,-0.8596271628637187,0.0,-3.613409383457322,-0.4602755947561432,0.0,-1.9600429731346791,-1.5069274195992688,0.0,-6.204537927758224,90.01545434610951,85.06181738443804,,-2.319086413196459
2025-06-27,18.0,89.96454731873632,98.08189761228225,12.647288701267325,9.0,84.85818927494526,18.0,89.4356827428104,82.74273097124158,18.0,89.25778046590328,82.03112186361315,18.0,89.4821979719773,82.92879188790921,0.5913350909913406,0.0,2.5566696661715627,0.7918266050801259,0.0,3.4463351799972397,0.539045036544672,0.0,2.326571198147831,90.03153265766815,85.12613063067259,,-0.2679413557273307
2025-06-28,18.0,89.8324165133868,98.69009924740428,12.51122457288116,9.0,84.32966605354723,18.0,89.96454731873632,84.85818927494526,18.0,90.63914047372974,87.55656189491897,18.0,90.44052944602872,86.76211778411486,-0.14686986072568464,0.0,-0.6228311326389346,-0.8900392878027685,0.0,-3.685498575474566,-0.6723898415530782,0.0,-2.8035873174743875,90.01126222658009,85.04504890632033,,-0.7153828527731037
2025-06-29,18.0,89.12773355569698,97.55442580229503,12.376002178038506,9.0,81.5109342227879,18.0,89.8324165133868,84.32966605354723,18.0,89.96957523999853,84.87830095999415,18.0,90.02364937156436,85.09459748625746,-0.7844417249811109,0.0,-3.342515110838351,-0.9356959639477025,0.0,-3.9672881044042096,-0.9952005080015924,0.0,-4.211387525569188,89.98139836605118,84.9255934642047,,-3.4146592414167998
2025-06-30,18.0,89.6548618833814,98.66013784499783,12.470212098349629,9.0,83.61944753352559,18.0,89.12773355569698,81.5109342227879,18.0,89.90332952516019,84.61331810064075,18.0,90.34733456205929,86.38933824823717,0.5914301942335554,0.0,2.5867858476197103,-0.27637201324034466,0.0,-1.1746029932699686,-0.7664561240622203,0.0,-3.2062876865110113,89.95831594342856,84.83326377371431,,-1.21381624018872
2025-07-01,18.0,89.90822983899177,99.61614134115112,12.541617935144318,9.0,84.63291935596708,18.0,89.6548618833814,83.61944753352559,18.0,90.44839866601662,86.79359466406648,18.0,89.78174256836722,84.12697027346891,0.2826036985478231,0.0,1.2120049250925247,-0.5972121507860306,0.0,-2.489440973682755,0.14088306487061164,0.0,0.601411272572272,89.96253218578272,84.8501287431309,,-0.21720938716381966
2025-07-02,18.0,89.94252453425408,98.06706436556335,12.556567538513562,9.0,84.77009813701632,18.0,89.90822983899177,84.63291935596708,18.0,90.21116239872494,85.84464959489975,18.0,90.5358401869453,87.14336074778117,0.038144111305182804,0.0,0.16208678856068914,-0.2977878317136695,0.0,-1.2517395818542387,-0.6553378766531504,0.0,-2.7234003719844857,89.94275499735969,84.77101998943873,,-0.0009218524224081648
